user,trace_no,time_slot,time_instant,poi_index,category,loglikeli
0,0,0,0,72,-,-6.815982
0,0,1,0,196,-,-12.482885
0,0,2,0,45,-,-16.209931
0,0,3,0,45,-,-16.771821
0,0,4,0,45,-,-17.316358
0,0,5,0,23,-,-20.734693
0,0,6,0,23,-,-20.805618
0,0,7,0,23,-,-20.856621
0,0,8,0,23,-,-20.908787
0,0,9,0,23,-,-20.956423
0,0,10,0,23,-,-21.009438
0,0,11,0,23,-,-21.065614
0,0,12,0,23,-,-21.122917
0,0,13,0,23,-,-21.178632
0,0,14,0,23,-,-21.236582
0,0,15,0,23,-,-21.288906
0,0,16,0,23,-,-21.346390
0,0,17,0,23,-,-21.399471
0,0,18,0,23,-,-21.450548
0,0,19,0,23,-,-21.509145
0,0,20,0,23,-,-21.561012
0,0,21,0,23,-,-21.606734
0,0,22,0,23,-,-21.652246
0,0,23,0,23,-,-21.703086
0,0,24,0,23,-,-21.750217
0,0,25,0,23,-,-21.801501
0,0,26,0,23,-,-21.852580
0,0,27,0,23,-,-21.897344
0,0,28,0,23,-,-21.942482
0,0,29,0,23,-,-21.987999
0,1,0,0,115,-,-6.799641
0,1,1,0,115,-,-6.944481
0,1,2,0,115,-,-7.129061
0,1,3,0,115,-,-7.300917
0,1,4,0,163,-,-10.869245
0,1,5,0,209,-,-19.136415
0,1,6,0,196,-,-23.879506
0,1,7,0,196,-,-24.543944
0,1,8,0,212,-,-27.854684
0,1,9,0,250,-,-31.672297
0,1,10,0,231,-,-35.443971
0,1,11,0,231,-,-35.784985
0,1,12,0,231,-,-36.123313
0,1,13,0,235,-,-40.486413
0,1,14,0,235,-,-41.114781
0,1,15,0,235,-,-41.747255
0,1,16,0,235,-,-42.371394
0,1,17,0,235,-,-43.001732
0,1,18,0,214,-,-46.224261
0,1,19,0,233,-,-49.648414
0,1,20,0,233,-,-49.952422
0,1,21,0,233,-,-50.256338
0,1,22,0,233,-,-50.559605
0,1,23,0,233,-,-50.864024
0,1,24,0,234,-,-54.996037
0,1,25,0,256,-,-58.296601
0,1,26,0,256,-,-59.039136
0,1,27,0,256,-,-59.782923
0,1,28,0,256,-,-60.529437
0,1,29,0,194,-,-65.392868
0,2,0,0,316,-,-4.877405
0,2,1,0,316,-,-4.941869
0,2,2,0,316,-,-5.008841
0,2,3,0,316,-,-5.075399
0,2,4,0,316,-,-5.141763
0,2,5,0,129,-,-10.586858
0,2,6,0,129,-,-11.731771
0,2,7,0,129,-,-12.864941
0,2,8,0,129,-,-13.992118
0,2,9,0,173,-,-16.613584
0,2,10,0,296,-,-20.470919
0,2,11,0,253,-,-24.332804
0,2,12,0,256,-,-27.220888
0,2,13,0,256,-,-27.964443
0,2,14,0,173,-,-31.257218
0,2,15,0,44,-,-39.025804
0,2,16,0,44,-,-39.208840
0,2,17,0,44,-,-39.396395
0,2,18,0,92,-,-44.337739
0,2,19,0,92,-,-44.577230
0,2,20,0,92,-,-44.819675
0,2,21,0,92,-,-45.089949
0,2,22,0,92,-,-45.367183
0,2,23,0,92,-,-45.613561
0,2,24,0,92,-,-45.884126
0,2,25,0,92,-,-46.149013
0,2,26,0,92,-,-46.402506
0,2,27,0,92,-,-46.677647
0,2,28,0,23,-,-50.245335
0,2,29,0,23,-,-50.290852
0,3,0,0,236,-,-4.903648
0,3,1,0,255,-,-9.158100
0,3,2,0,255,-,-10.122167
0,3,3,0,235,-,-13.128082
0,3,4,0,349,-,-20.199426
0,3,5,0,349,-,-21.494670
0,3,6,0,349,-,-22.796059
0,3,7,0,296,-,-26.640888
0,3,8,0,296,-,-27.666840
0,3,9,0,296,-,-28.713340
0,3,10,0,253,-,-32.572533
0,3,11,0,256,-,-35.460618
0,3,12,0,256,-,-36.200858
0,3,13,0,173,-,-39.496614
0,3,14,0,276,-,-43.625095
0,3,15,0,276,-,-44.516778
0,3,16,0,276,-,-45.402548
0,3,17,0,260,-,-53.052575
0,3,18,0,260,-,-53.875407
0,3,19,0,256,-,-56.848539
0,3,20,0,174,-,-62.080605
0,3,21,0,214,-,-65.364255
0,3,22,0,296,-,-69.997318
0,3,23,0,173,-,-72.959182
0,3,24,0,173,-,-74.331858
0,3,25,0,253,-,-78.129574
0,3,26,0,253,-,-79.190902
0,3,27,0,253,-,-80.251055
0,3,28,0,253,-,-81.321962
0,3,29,0,253,-,-82.389747
0,4,0,0,326,-,-6.860240
0,4,1,0,326,-,-7.003334
0,4,2,0,326,-,-7.140250
0,4,3,0,326,-,-7.270153
0,4,4,0,310,-,-11.443284
0,4,5,0,310,-,-11.744385
0,4,6,0,310,-,-12.056284
0,4,7,0,310,-,-12.371848
0,4,8,0,310,-,-12.692733
0,4,9,0,310,-,-12.992523
0,4,10,0,310,-,-13.298026
0,4,11,0,209,-,-18.285372
0,4,12,0,209,-,-18.948290
0,4,13,0,133,-,-23.737476
0,4,14,0,133,-,-24.305569
0,4,15,0,133,-,-24.915706
0,4,16,0,133,-,-25.484264
0,4,17,0,133,-,-26.100181
0,4,18,0,124,-,-30.320681
0,4,19,0,124,-,-30.472880
0,4,20,0,45,-,-35.227038
0,4,21,0,45,-,-35.796067
0,4,22,0,133,-,-38.376180
0,4,23,0,45,-,-41.449215
0,4,24,0,45,-,-42.020100
0,4,25,0,45,-,-42.580598
0,4,26,0,195,-,-48.070006
0,4,27,0,195,-,-48.663220
0,4,28,0,195,-,-49.262188
0,4,29,0,195,-,-49.864942
0,5,0,0,233,-,-2.698748
0,5,1,0,233,-,-3.005326
0,5,2,0,233,-,-3.310389
0,5,3,0,116,-,-11.003737
0,5,4,0,116,-,-11.278287
0,5,5,0,116,-,-11.550925
0,5,6,0,292,-,-17.723343
0,5,7,0,173,-,-20.714384
0,5,8,0,173,-,-22.081217
0,5,9,0,153,-,-26.783003
0,5,10,0,153,-,-27.380676
0,5,11,0,153,-,-27.979812
0,5,12,0,153,-,-28.577333
0,5,13,0,214,-,-32.026696
0,5,14,0,214,-,-32.495160
0,5,15,0,214,-,-32.967420
0,5,16,0,214,-,-33.432391
