user,trace_no,time_slot,time_instant,poi_index,category,loglikeli
0,0,0,0,67,-,-5.361911
0,0,1,0,342,-,-11.490827
0,0,2,0,68,-,-16.288553
0,0,3,0,68,-,-16.507746
0,0,4,0,68,-,-17.156353
0,0,5,0,25,-,-21.680723
0,0,6,0,99,-,-26.129622
0,0,7,0,99,-,-26.712603
0,0,8,0,99,-,-26.723512
0,0,9,0,319,-,-31.233615
0,0,10,0,319,-,-31.379317
0,0,11,0,319,-,-31.980015
0,0,12,0,335,-,-37.359515
0,0,13,0,259,-,-43.549773
0,0,14,0,183,-,-49.992402
0,0,15,0,183,-,-50.904439
0,0,16,0,223,-,-55.781207
0,0,17,0,223,-,-56.541445
0,0,18,0,223,-,-57.257130
0,0,19,0,190,-,-62.052180
0,0,20,0,190,-,-62.280762
0,0,21,0,190,-,-62.578081
0,0,22,0,190,-,-62.851575
0,0,23,0,101,-,-68.144608
0,0,24,0,101,-,-68.297918
0,0,25,0,36,-,-72.671749
0,0,26,0,36,-,-73.004633
0,0,27,0,36,-,-73.176625
0,0,28,0,36,-,-73.968106
0,0,29,0,331,-,-78.675936
0,1,0,0,76,-,-5.717327
0,1,1,0,76,-,-5.767247
0,1,2,0,76,-,-6.385635
0,1,3,0,76,-,-7.080176
0,1,4,0,358,-,-11.798928
0,1,5,0,393,-,-16.265703
0,1,6,0,108,-,-23.214749
0,1,7,0,108,-,-23.809585
0,1,8,0,221,-,-29.919975
0,1,9,0,240,-,-34.997327
0,1,10,0,133,-,-40.306670
0,1,11,0,133,-,-40.422697
0,1,12,0,133,-,-40.595929
0,1,13,0,289,-,-46.260779
0,1,14,0,263,-,-51.021708
0,1,15,0,208,-,-55.707182
0,1,16,0,208,-,-56.360318
0,1,17,0,208,-,-56.918598
0,1,18,0,102,-,-62.907729
0,1,19,0,102,-,-63.142265
0,1,20,0,102,-,-63.449905
0,1,21,0,102,-,-64.219740
0,1,22,0,102,-,-64.904965
0,1,23,0,102,-,-65.126741
0,1,24,0,254,-,-70.758395
0,1,25,0,254,-,-71.276084
0,1,26,0,254,-,-72.109847
0,1,27,0,254,-,-72.783418
0,1,28,0,254,-,-72.872587
0,1,29,0,88,-,-77.495326
0,2,0,0,369,-,-5.125556
0,2,1,0,369,-,-5.633195
0,2,2,0,369,-,-5.876099
0,2,3,0,369,-,-6.015686
0,2,4,0,369,-,-6.073111
0,2,5,0,2,-,-10.571406
0,2,6,0,2,-,-10.901597
0,2,7,0,2,-,-11.259711
0,2,8,0,2,-,-12.214804
0,2,9,0,2,-,-12.382910
0,2,10,0,2,-,-12.490906
0,2,11,0,29,-,-19.414783
0,2,12,0,199,-,-24.580498
0,2,13,0,199,-,-25.309060
0,2,14,0,199,-,-25.470764
0,2,15,0,6,-,-29.796986
0,2,16,0,6,-,-30.460420
0,2,17,0,6,-,-30.630962
0,2,18,0,290,-,-35.868480
0,2,19,0,290,-,-35.966714
0,2,20,0,254,-,-41.948671
0,2,21,0,254,-,-42.029433
0,2,22,0,254,-,-42.075855
0,2,23,0,254,-,-42.200761
0,2,24,0,254,-,-42.259443
0,2,25,0,130,-,-46.468745
0,2,26,0,130,-,-46.752636
0,2,27,0,130,-,-46.917437
0,2,28,0,19,-,-51.574385
0,2,29,0,19,-,-51.736117
0,3,0,0,287,-,-5.550859
0,3,1,0,287,-,-6.086095
0,3,2,0,287,-,-6.195479
0,3,3,0,287,-,-6.287077
0,3,4,0,396,-,-10.458341
0,3,5,0,396,-,-11.364885
0,3,6,0,396,-,-11.507344
0,3,7,0,396,-,-12.120785
0,3,8,0,396,-,-12.380425
0,3,9,0,396,-,-13.249388
0,3,10,0,358,-,-18.023196
0,3,11,0,358,-,-18.557395
0,3,12,0,358,-,-18.711316
0,3,13,0,358,-,-18.745410
0,3,14,0,358,-,-19.374894
0,3,15,0,358,-,-20.086061
0,3,16,0,358,-,-20.139219
0,3,17,0,358,-,-20.573617
0,3,18,0,358,-,-21.092211
0,3,19,0,358,-,-21.604465
0,3,20,0,93,-,-26.501615
0,3,21,0,93,-,-26.637188
0,3,22,0,264,-,-33.164959
0,3,23,0,264,-,-33.299740
0,3,24,0,229,-,-39.378841
0,3,25,0,229,-,-40.339668
0,3,26,0,229,-,-40.539582
0,3,27,0,229,-,-41.557933
0,3,28,0,229,-,-42.459533
0,3,29,0,229,-,-43.429268
0,4,0,0,370,-,-5.214916
0,4,1,0,370,-,-5.277091
0,4,2,0,370,-,-5.439893
0,4,3,0,370,-,-6.120108
0,4,4,0,121,-,-11.157649
0,4,5,0,121,-,-11.357052
0,4,6,0,121,-,-12.121625
0,4,7,0,121,-,-12.178595
0,4,8,0,121,-,-12.761737
0,4,9,0,121,-,-12.914792
0,4,10,0,121,-,-13.030384
0,4,11,0,75,-,-17.917568
0,4,12,0,75,-,-18.100922
0,4,13,0,38,-,-22.989480
0,4,14,0,38,-,-23.808596
0,4,15,0,38,-,-24.016361
0,4,16,0,38,-,-24.272306
0,4,17,0,42,-,-29.483356
0,4,18,0,42,-,-29.690194
0,4,19,0,42,-,-30.002972
0,4,20,0,38,-,-35.214023
0,4,21,0,38,-,-35.466728
0,4,22,0,299,-,-40.459392
0,4,23,0,299,-,-40.507127
0,4,24,0,299,-,-40.733592
0,4,25,0,299,-,-41.395734
0,4,26,0,349,-,-45.645490
0,4,27,0,349,-,-46.221828
0,4,28,0,349,-,-46.772531
0,4,29,0,349,-,-47.337605
0,5,0,0,254,-,-4.587690
0,5,1,0,254,-,-5.179445
0,5,2,0,254,-,-5.225567
0,5,3,0,37,-,-10.319950
0,5,4,0,37,-,-10.526832
0,5,5,0,37,-,-10.617858
0,5,6,0,380,-,-15.570093
0,5,7,0,136,-,-21.006334
0,5,8,0,136,-,-21.702579
0,5,9,0,134,-,-26.851244
0,5,10,0,134,-,-27.620946
0,5,11,0,134,-,-27.901536
0,5,12,0,134,-,-28.206529
0,5,13,0,168,-,-33.811893
0,5,14,0,168,-,-34.877736
0,5,15,0,168,-,-35.039330
0,5,16,0,168,-,-35.165905
0,5,17,0,372,-,-40.298003
0,5,18,0,60,-,-44.591068
0,5,19,0,60,-,-45.286218
0,5,20,0,364,-,-50.718402
0,5,21,0,137,-,-55.176425
0,5,22,0,137,-,-55.467219
0,5,23,0,195,-,-60.910894
0,5,24,0,195,-,-62.271193
0,5,25,0,195,-,-62.525090
0,5,26,0,6,-,-70.053324
0,5,27,0,6,-,-70.271670
0,5,28,0,139,-,-76.057167
0,5,29,0,399,-,-80.544075
0,6,0,0,241,-,-5.260995
0,6,1,0,335,-,-9.925137
0,6,2,0,335,-,-10.323028
0,6,3,0,244,-,-15.562955
0,6,4,0,336,-,-21.051702
0,6,5,0,263,-,-26.558106
0,6,6,0,263,-,-26.852169
0,6,7,0,263,-,-27.532023
0,6,8,0,111,-,-34.338718
0,6,9,0,147,-,-39.020123
0,6,10,0,147,-,-39.149724
0,6,11,0,110,-,-44.141416
0,6,12,0,155,-,-48.334185
0,6,13,0,155,-,-48.650763
0,6,14,0,110,-,-53.483192
0,6,15,0,110,-,-53.997020
0,6,16,0,191,-,-58.805635
0,6,17,0,191,-,-59.496661
0,6,18,0,242,-,-64.955317
0,6,19,0,242,-,-65.747921
0,6,20,0,242,-,-65.913062
0,6,21,0,289,-,-71.086424
0,6,22,0,163,-,-78.317725
0,6,23,0,163,-,-78.558547
0,6,24,0,163,-,-79.311113
0,6,25,0,163,-,-79.773392
0,6,26,0,163,-,-80.527811
0,6,27,0,292,-,-86.062426
0,6,28,0,285,-,-90.646174
0,6,29,0,285,-,-90.759498
0,7,0,0,365,-,-5.231709
0,7,1,0,149,-,-10.840478
0,7,2,0,149,-,-10.963370
0,7,3,0,149,-,-11.180224
0,7,4,0,270,-,-16.125478
0,7,5,0,270,-,-16.356376
0,7,6,0,270,-,-16.438602
0,7,7,0,321,-,-21.540895
0,7,8,0,321,-,-22.856266
0,7,9,0,321,-,-23.036850
0,7,10,0,321,-,-24.105771
0,7,11,0,336,-,-28.764551
0,7,12,0,24,-,-34.525143
0,7,13,0,24,-,-34.672911
0,7,14,0,314,-,-40.573518
0,7,15,0,314,-,-41.294395
0,7,16,0,314,-,-41.495373
