user,trace_no,time_slot,time_instant,poi_index,category,loglikeli
0,0,0,0,133,-,-4.637845
0,0,1,0,344,-,-11.766003
0,0,2,0,133,-,-17.518712
0,0,3,0,153,-,-20.870247
0,0,4,0,173,-,-24.164565
0,0,5,0,141,-,-30.853577
0,0,6,0,141,-,-31.214909
0,0,7,0,141,-,-31.546923
0,0,8,0,235,-,-36.576095
0,0,9,0,292,-,-40.100295
0,0,10,0,235,-,-43.087900
0,0,11,0,235,-,-44.061121
0,0,12,0,297,-,-48.795900
0,0,13,0,274,-,-52.189724
0,0,14,0,232,-,-55.222924
0,0,15,0,232,-,-56.386842
0,0,16,0,276,-,-59.786633
0,0,17,0,276,-,-60.585226
0,0,18,0,276,-,-61.419386
0,0,19,0,233,-,-64.567582
0,0,20,0,232,-,-68.630176
0,0,21,0,232,-,-69.814900
0,0,22,0,232,-,-71.000897
0,0,23,0,173,-,-73.445626
0,0,24,0,173,-,-74.706916
0,0,25,0,21,-,-79.401514
0,0,26,0,178,-,-82.942072
0,0,27,0,178,-,-83.452775
0,0,28,0,178,-,-83.980312
0,0,29,0,241,-,-90.481945
0,1,0,0,151,-,-5.375084
0,1,1,0,151,-,-5.694814
0,1,2,0,151,-,-6.042188
0,1,3,0,151,-,-6.385529
0,1,4,0,236,-,-9.779822
0,1,5,0,336,-,-14.595351
0,1,6,0,173,-,-17.227499
0,1,7,0,241,-,-22.509735
0,1,8,0,276,-,-26.328518
0,1,9,0,276,-,-27.140109
0,1,10,0,214,-,-30.128027
0,1,11,0,186,-,-37.315654
0,1,12,0,174,-,-43.102174
0,1,13,0,235,-,-46.911168
0,1,14,0,233,-,-50.770735
0,1,15,0,233,-,-51.197453
0,1,16,0,233,-,-51.612513
0,1,17,0,233,-,-52.007469
0,1,18,0,214,-,-55.419255
0,1,19,0,235,-,-59.787086
0,1,20,0,174,-,-64.270662
0,1,21,0,174,-,-64.839488
0,1,22,0,174,-,-65.437284
0,1,23,0,174,-,-66.000621
0,1,24,0,214,-,-70.110351
0,1,25,0,276,-,-73.724225
0,1,26,0,276,-,-74.531000
0,1,27,0,276,-,-75.348234
0,1,28,0,276,-,-76.158882
0,1,29,0,173,-,-79.432502
0,2,0,0,343,-,-7.041703
0,2,1,0,343,-,-7.682791
0,2,2,0,235,-,-12.232653
0,2,3,0,235,-,-12.999715
0,2,4,0,197,-,-17.046334
0,2,5,0,21,-,-20.093701
0,2,6,0,21,-,-20.954310
0,2,7,0,21,-,-21.862024
0,2,8,0,21,-,-22.734493
0,2,9,0,46,-,-29.222424
0,2,10,0,64,-,-33.349142
0,2,11,0,64,-,-33.716621
0,2,12,0,121,-,-38.618534
0,2,13,0,121,-,-39.120554
0,2,14,0,61,-,-43.890568
0,2,15,0,23,-,-49.801908
0,2,16,0,23,-,-50.249202
0,2,17,0,56,-,-55.875776
0,2,18,0,56,-,-55.978874
0,2,19,0,56,-,-56.053347
0,2,20,0,56,-,-56.131716
0,2,21,0,56,-,-56.238272
0,2,22,0,56,-,-56.324385
0,2,23,0,56,-,-56.421658
0,2,24,0,56,-,-56.511132
0,2,25,0,56,-,-56.599330
0,2,26,0,56,-,-56.685570
0,2,27,0,56,-,-56.785253
0,2,28,0,56,-,-56.848677
0,2,29,0,56,-,-56.954512
0,3,0,0,274,-,-3.684755
0,3,1,0,274,-,-4.669995
0,3,2,0,274,-,-5.654175
0,3,3,0,233,-,-8.810692
0,3,4,0,352,-,-16.617865
0,3,5,0,352,-,-17.606646
0,3,6,0,352,-,-18.653864
0,3,7,0,352,-,-19.698320
0,3,8,0,352,-,-20.767606
0,3,9,0,352,-,-21.840953
0,3,10,0,255,-,-25.855397
0,3,11,0,255,-,-26.182321
0,3,12,0,255,-,-26.496910
0,3,13,0,214,-,-30.134547
0,3,14,0,274,-,-33.608089
0,3,15,0,274,-,-34.552984
0,3,16,0,274,-,-35.519435
0,3,17,0,274,-,-36.450299
0,3,18,0,274,-,-37.432085
0,3,19,0,255,-,-41.290299
0,3,20,0,214,-,-45.045731
0,3,21,0,214,-,-45.680268
0,3,22,0,336,-,-49.749954
0,3,23,0,154,-,-54.781698
0,3,24,0,154,-,-55.365070
0,3,25,0,172,-,-60.591327
0,3,26,0,172,-,-61.303940
0,3,27,0,173,-,-64.671097
0,3,28,0,255,-,-68.550195
0,3,29,0,255,-,-68.868734
0,4,0,0,348,-,-6.304247
0,4,1,0,348,-,-7.195581
0,4,2,0,318,-,-10.822266
0,4,3,0,318,-,-11.749212
0,4,4,0,172,-,-16.859578
0,4,5,0,278,-,-22.367001
0,4,6,0,278,-,-23.268960
0,4,7,0,233,-,-26.381654
0,4,8,0,233,-,-26.790516
0,4,9,0,233,-,-27.196634
0,4,10,0,233,-,-27.602190
0,4,11,0,173,-,-31.545755
0,4,12,0,214,-,-34.619017
0,4,13,0,153,-,-37.793009
