9.377062,-4.380239,3.876156,-2.289529,4.270208,3.432824,0.890356,-2.822309,-1.239369,-4.063538,1.068383,-0.234612,-0.270733,-1.288973,-1.986567,-4.801175
-4.380239,25.727522,-8.885943,3.219851,-4.887156,0.138767,-8.274155,-5.117073,4.420609,-4.107835,-4.398591,-5.066759,0.943346,1.099541,8.012997,-3.864320
3.876156,-8.885943,19.010253,3.217789,0.173084,-2.725427,5.498479,2.649067,-9.633844,2.102875,-3.827053,-0.571828,-0.456122,-0.598546,-2.544809,-9.184475
-2.289529,3.219851,3.217789,16.555630,-13.317960,-7.172138,-2.027225,-7.771250,-1.493391,1.792979,1.257398,-0.680188,3.019715,4.015249,3.972582,-8.753144
4.270208,-4.887156,0.173084,-13.317960,20.276494,0.299757,4.360941,1.965447,-2.964590,1.433996,1.474692,0.361357,-9.167401,-2.737743,-5.244376,3.368332
3.432824,0.138767,-2.725427,-7.172138,0.299757,30.379196,-2.468514,0.261640,9.234897,-7.622742,-3.611694,-5.725639,0.733502,-3.540882,-1.904830,0.661866
0.890356,-8.274155,5.498479,-2.027225,4.360941,-2.468514,11.725490,4.307874,-11.458379,4.547564,-2.533523,0.997032,-3.293569,-0.837972,-7.989369,3.435326
-2.822309,-5.117073,2.649067,-7.771250,1.965447,0.261640,4.307874,29.454425,-3.700495,0.517144,-7.356555,6.002651,2.110657,-4.640351,-4.536691,6.332312
-1.239369,4.420609,-9.633844,-1.493391,-2.964590,9.234897,-11.458379,-3.700495,32.947897,-4.890423,1.309449,1.617357,0.744429,-0.942560,4.269937,-5.885274
-4.063538,-4.107835,2.102875,1.792979,1.433996,-7.622742,4.547564,0.517144,-4.890423,9.959999,0.688276,1.951622,-6.402845,1.477871,-2.676705,1.516785
1.068383,-4.398591,-3.827053,1.257398,1.474692,-3.611694,-2.533523,-7.356555,1.309449,0.688276,23.960599,0.380996,-0.191277,4.135611,0.665522,-3.223192
-0.234612,-5.066759,-0.571828,-0.680188,0.361357,-5.725639,0.997032,6.002651,1.617357,1.951622,0.380996,24.698606,-0.507195,0.727174,-2.898056,-5.678617
-0.270733,0.943346,-0.456122,3.019715,-9.167401,0.733502,-3.293569,2.110657,0.744429,-6.402845,-0.191277,-0.507195,24.040618,-0.230123,2.078409,2.784313
-1.288973,1.099541,-0.598546,4.015249,-2.737743,-3.540882,-0.837972,-4.640351,-0.942560,1.477871,4.135611,0.727174,-0.230123,5.862459,-0.340099,-2.379802
-1.986567,8.012997,-2.544809,3.972582,-5.244376,-1.904830,-7.989369,-4.536691,4.269937,-2.676705,0.665522,-2.898056,2.078409,-0.340099,16.942904,-3.553085
-4.801175,-3.864320,-9.184475,-8.753144,3.368332,0.661866,3.435326,6.332312,-5.885274,1.516785,-3.223192,-5.678617,2.784313,-2.379802,-3.553085,27.797195
