user,trace_no,time_slot,time_instant,poi_index,category,loglikeli
0,0,0,0,73,-,-3.755093
0,0,1,0,386,-,-10.869657
0,0,2,0,175,-,-17.519763
0,0,3,0,175,-,-18.304090
0,0,4,0,175,-,-18.973000
0,0,5,0,73,-,-22.935005
0,0,6,0,94,-,-27.225826
0,0,7,0,94,-,-27.907802
0,0,8,0,215,-,-31.731241
0,0,9,0,236,-,-36.225863
0,0,10,0,236,-,-36.773326
0,0,11,0,236,-,-37.379006
0,0,12,0,236,-,-37.954418
0,0,13,0,215,-,-42.054894
0,0,14,0,175,-,-45.988860
0,0,15,0,175,-,-46.687883
0,0,16,0,213,-,-50.961358
0,0,17,0,213,-,-51.682660
0,0,18,0,213,-,-52.390045
0,0,19,0,193,-,-57.335865
0,0,20,0,154,-,-63.047195
0,0,21,0,154,-,-63.924341
0,0,22,0,154,-,-64.811480
0,0,23,0,135,-,-68.675149
0,0,24,0,135,-,-69.116798
0,0,25,0,44,-,-75.532552
0,0,26,0,44,-,-75.868775
0,0,27,0,95,-,-81.020259
0,0,28,0,95,-,-81.331218
0,0,29,0,283,-,-86.551710
0,1,0,0,89,-,-4.664721
0,1,1,0,89,-,-5.170791
0,1,2,0,89,-,-5.527928
0,1,3,0,89,-,-6.126541
0,1,4,0,288,-,-12.505220
0,1,5,0,385,-,-18.696750
0,1,6,0,153,-,-23.215586
0,1,7,0,175,-,-26.996578
0,1,8,0,195,-,-30.666161
0,1,9,0,215,-,-34.989397
0,1,10,0,158,-,-40.322535
0,1,11,0,89,-,-45.214159
0,1,12,0,89,-,-45.669730
0,1,13,0,236,-,-50.254696
0,1,14,0,216,-,-55.507018
0,1,15,0,216,-,-56.321730
0,1,16,0,216,-,-57.099956
0,1,17,0,216,-,-57.544034
0,1,18,0,153,-,-62.532758
0,1,19,0,194,-,-66.467813
0,1,20,0,135,-,-70.447508
0,1,21,0,135,-,-70.990588
0,1,22,0,135,-,-71.509531
0,1,23,0,135,-,-72.091733
0,1,24,0,195,-,-77.085905
0,1,25,0,224,-,-82.366176
0,1,26,0,224,-,-82.857765
0,1,27,0,224,-,-83.360206
0,1,28,0,224,-,-84.181161
0,1,29,0,137,-,-90.615879
0,2,0,0,365,-,-5.239699
0,2,1,0,365,-,-6.492545
0,2,2,0,365,-,-6.626144
0,2,3,0,365,-,-6.799899
0,2,4,0,365,-,-6.942622
0,2,5,0,2,-,-12.789954
0,2,6,0,2,-,-13.019320
0,2,7,0,2,-,-13.488821
0,2,8,0,2,-,-14.521127
0,2,9,0,2,-,-14.633552
0,2,10,0,192,-,-19.303590
0,2,11,0,192,-,-20.030214
0,2,12,0,195,-,-23.727775
0,2,13,0,195,-,-24.482707
0,2,14,0,77,-,-30.420699
0,2,15,0,0,-,-35.553262
0,2,16,0,0,-,-36.101990
0,2,17,0,0,-,-36.488181
0,2,18,0,226,-,-43.452835
0,2,19,0,226,-,-43.489411
0,2,20,0,226,-,-43.525348
0,2,21,0,256,-,-49.535808
0,2,22,0,256,-,-50.280921
0,2,23,0,256,-,-51.010760
0,2,24,0,252,-,-55.818012
0,2,25,0,138,-,-61.235818
0,2,26,0,158,-,-66.528006
0,2,27,0,158,-,-67.288074
0,2,28,0,77,-,-73.434730
0,2,29,0,135,-,-77.550760
0,3,0,0,236,-,-4.535849
0,3,1,0,236,-,-5.217788
0,3,2,0,236,-,-5.936387
0,3,3,0,211,-,-11.450322
0,3,4,0,387,-,-17.002402
0,3,5,0,387,-,-17.644163
0,3,6,0,387,-,-19.087553
0,3,7,0,387,-,-19.907761
0,3,8,0,387,-,-20.683121
0,3,9,0,387,-,-21.964867
0,3,10,0,195,-,-26.001201
0,3,11,0,195,-,-26.676464
0,3,12,0,195,-,-27.412391
0,3,13,0,94,-,-31.528424
0,3,14,0,214,-,-35.636236
0,3,15,0,214,-,-36.241166
0,3,16,0,214,-,-36.755134
0,3,17,0,214,-,-37.392685
0,3,18,0,214,-,-37.882538
0,3,19,0,214,-,-38.564350
0,3,20,0,115,-,-43.488493
0,3,21,0,115,-,-43.949514
0,3,22,0,288,-,-51.535155
0,3,23,0,215,-,-57.035106
0,3,24,0,213,-,-61.684482
0,3,25,0,213,-,-62.506694
0,3,26,0,213,-,-63.442737
0,3,27,0,213,-,-64.306553
0,3,28,0,213,-,-65.012979
0,3,29,0,213,-,-65.830961
0,4,0,0,370,-,-5.580209
0,4,1,0,370,-,-5.660503
0,4,2,0,370,-,-5.751463
0,4,3,0,370,-,-5.933607
0,4,4,0,370,-,-6.006209
0,4,5,0,370,-,-6.200862
0,4,6,0,370,-,-6.283833
0,4,7,0,370,-,-6.420234
0,4,8,0,370,-,-6.463566
0,4,9,0,370,-,-6.555731
0,4,10,0,370,-,-6.642204
0,4,11,0,224,-,-12.838267
0,4,12,0,224,-,-13.373796
0,4,13,0,73,-,-17.353137
0,4,14,0,73,-,-17.995062
0,4,15,0,170,-,-22.421497
0,4,16,0,170,-,-23.315900
0,4,17,0,170,-,-24.149788
0,4,18,0,170,-,-25.084417
0,4,19,0,175,-,-28.876864
0,4,20,0,59,-,-36.015614
0,4,21,0,175,-,-39.835089
0,4,22,0,231,-,-45.973526
0,4,23,0,115,-,-50.975288
0,4,24,0,147,-,-56.002807
0,4,25,0,147,-,-56.743080
0,4,26,0,375,-,-62.325551
0,4,27,0,375,-,-62.494902
0,4,28,0,363,-,-66.922970
