user,trace_no,time_slot,time_instant,poi_index,category,loglikeli
0,0,0,0,119,-,-6.368976
0,0,1,0,318,-,-11.494849
0,0,2,0,153,-,-14.083014
0,0,3,0,214,-,-16.919090
0,0,4,0,214,-,-17.749655
0,0,5,0,153,-,-20.522009
0,0,6,0,215,-,-23.857153
0,0,7,0,215,-,-24.688178
0,0,8,0,276,-,-28.294489
0,0,9,0,277,-,-31.974309
0,0,10,0,277,-,-32.599477
0,0,11,0,277,-,-33.235278
0,0,12,0,296,-,-39.030517
0,0,13,0,296,-,-39.253597
0,0,14,0,296,-,-39.492661
0,0,15,0,296,-,-39.720009
0,0,16,0,296,-,-39.944799
0,0,17,0,296,-,-40.162817
0,0,18,0,296,-,-40.380243
0,0,19,0,296,-,-40.599637
0,0,20,0,256,-,-44.948496
0,0,21,0,256,-,-45.577349
0,0,22,0,256,-,-46.210461
0,0,23,0,213,-,-51.118708
0,0,24,0,133,-,-54.623284
0,0,25,0,22,-,-58.675665
0,0,26,0,22,-,-58.964041
0,0,27,0,22,-,-59.239392
0,0,28,0,22,-,-59.517948
0,0,29,0,154,-,-66.265522
0,1,0,0,125,-,-6.445339
0,1,1,0,125,-,-7.392987
0,1,2,0,125,-,-8.390557
0,1,3,0,125,-,-9.380169
0,1,4,0,223,-,-13.562019
0,1,5,0,223,-,-13.728466
0,1,6,0,134,-,-17.090158
0,1,7,0,134,-,-17.505921
0,1,8,0,134,-,-17.921531
0,1,9,0,134,-,-18.330623
0,1,10,0,133,-,-21.001579
0,1,11,0,71,-,-25.901402
0,1,12,0,71,-,-26.716057
0,1,13,0,134,-,-31.111902
0,1,14,0,134,-,-31.529495
0,1,15,0,134,-,-31.942778
0,1,16,0,134,-,-32.372878
0,1,17,0,134,-,-32.780718
0,1,18,0,92,-,-38.936109
0,1,19,0,92,-,-39.255665
0,1,20,0,92,-,-39.572672
0,1,21,0,92,-,-39.921125
0,1,22,0,92,-,-40.295681
0,1,23,0,92,-,-40.616148
0,1,24,0,92,-,-40.930779
0,1,25,0,133,-,-43.890601
0,1,26,0,133,-,-44.456417
0,1,27,0,133,-,-45.037407
0,1,28,0,133,-,-45.622608
0,1,29,0,91,-,-53.067485
0,2,0,0,318,-,-3.647227
0,2,1,0,318,-,-4.838967
0,2,2,0,214,-,-7.633890
0,2,3,0,214,-,-8.434912
0,2,4,0,214,-,-9.265478
0,2,5,0,22,-,-16.644760
0,2,6,0,22,-,-16.950879
0,2,7,0,22,-,-17.229464
0,2,8,0,22,-,-17.514331
0,2,9,0,22,-,-17.787822
0,2,10,0,134,-,-20.949191
0,2,11,0,134,-,-21.382339
0,2,12,0,134,-,-21.814886
0,2,13,0,134,-,-22.221926
0,2,14,0,43,-,-25.537914
0,2,15,0,22,-,-28.936200
0,2,16,0,22,-,-29.227561
0,2,17,0,22,-,-29.500827
0,2,18,0,134,-,-32.694429
0,2,19,0,134,-,-33.103263
0,2,20,0,134,-,-33.514366
0,2,21,0,134,-,-33.915211
0,2,22,0,134,-,-34.326530
0,2,23,0,134,-,-34.741109
0,2,24,0,134,-,-35.149155
0,2,25,0,133,-,-37.893793
0,2,26,0,133,-,-38.459608
0,2,27,0,133,-,-39.040599
0,2,28,0,23,-,-42.722331
0,2,29,0,23,-,-42.870039
0,3,0,0,236,-,-3.890905
0,3,1,0,236,-,-4.503536
0,3,2,0,236,-,-5.141810
0,3,3,0,236,-,-5.804595
0,3,4,0,379,-,-12.292998
0,3,5,0,379,-,-12.910956
0,3,6,0,379,-,-13.561658
0,3,7,0,379,-,-14.172073
0,3,8,0,379,-,-14.789954
0,3,9,0,379,-,-15.393047
0,3,10,0,297,-,-19.018410
0,3,11,0,297,-,-19.987902
0,3,12,0,297,-,-20.946087
0,3,13,0,154,-,-25.582161
0,3,14,0,256,-,-28.847518
0,3,15,0,256,-,-29.485749
0,3,16,0,256,-,-30.128527
0,3,17,0,256,-,-30.764749
0,3,18,0,256,-,-31.392551
0,3,19,0,256,-,-32.029898
0,3,20,0,173,-,-35.615073
0,3,21,0,215,-,-39.082991
0,3,22,0,318,-,-42.486855
0,3,23,0,153,-,-45.075021
0,3,24,0,153,-,-45.985083
0,3,25,0,215,-,-49.574292
0,3,26,0,215,-,-50.421600
0,3,27,0,215,-,-51.405507
0,3,28,0,235,-,-55.009972
0,3,29,0,235,-,-55.852548
0,4,0,0,329,-,-7.684252
0,4,1,0,329,-,-7.688034
0,4,2,0,329,-,-7.691840
0,4,3,0,329,-,-7.695163
0,4,4,0,329,-,-7.697197
0,4,5,0,329,-,-7.699749
0,4,6,0,329,-,-7.700657
0,4,7,0,329,-,-7.704017
0,4,8,0,329,-,-7.706442
0,4,9,0,329,-,-7.708988
0,4,10,0,329,-,-7.710739
0,4,11,0,329,-,-7.712219
0,4,12,0,329,-,-7.714126
0,4,13,0,329,-,-7.716573
0,4,14,0,329,-,-7.718890
0,4,15,0,329,-,-7.721429
0,4,16,0,329,-,-7.722711
0,4,17,0,329,-,-7.724743
0,4,18,0,329,-,-7.726998
0,4,19,0,329,-,-7.729086
0,4,20,0,329,-,-7.731603
0,4,21,0,329,-,-7.734698
0,4,22,0,329,-,-7.737384
0,4,23,0,329,-,-7.739931
0,4,24,0,329,-,-7.742396
0,4,25,0,329,-,-7.744443
0,4,26,0,329,-,-7.746213
0,4,27,0,329,-,-7.748638
0,4,28,0,329,-,-7.751180
0,4,29,0,329,-,-7.754486
0,5,0,0,233,-,-2.682699
0,5,1,0,236,-,-6.725071
0,5,2,0,233,-,-9.688067
0,5,3,0,38,-,-16.669207
0,5,4,0,38,-,-17.193092
0,5,5,0,38,-,-17.674817
0,5,6,0,318,-,-21.671893
0,5,7,0,173,-,-24.393766
0,5,8,0,173,-,-25.586613
0,5,9,0,154,-,-30.226623
