user,trace_no,time_period,time_instant,poi_index,category
0,0,0,0,195,-
0,0,1,0,195,-
0,0,2,0,194,-
0,0,3,0,194,-
0,0,4,0,194,-
0,0,5,0,214,-
0,0,6,0,214,-
0,0,7,0,214,-
0,0,8,0,214,-
0,0,9,0,214,-
0,0,10,0,214,-
0,0,11,0,214,-
0,0,12,0,214,-
0,0,13,0,214,-
0,0,14,0,214,-
0,0,15,0,214,-
0,0,16,0,214,-
0,0,17,0,214,-
0,0,18,0,213,-
0,0,19,0,213,-
0,0,20,0,213,-
0,0,21,0,213,-
0,0,22,0,213,-
0,0,23,0,233,-
0,0,24,0,233,-
0,0,25,0,233,-
0,0,26,0,233,-
0,0,27,0,233,-
0,0,28,0,233,-
0,0,29,0,233,-
0,1,0,0,109,-
0,1,1,0,109,-
0,1,2,0,109,-
0,1,3,0,109,-
0,1,4,0,109,-
0,1,5,0,213,-
0,1,6,0,213,-
0,1,7,0,213,-
0,1,8,0,213,-
0,1,9,0,213,-
0,1,10,0,213,-
0,1,11,0,213,-
0,1,12,0,213,-
0,1,13,0,213,-
0,1,14,0,213,-
0,1,15,0,214,-
0,1,16,0,214,-
0,1,17,0,214,-
0,1,18,0,214,-
0,1,19,0,214,-
0,1,20,0,214,-
0,1,21,0,135,-
0,1,22,0,135,-
0,1,23,0,135,-
0,1,24,0,135,-
0,1,25,0,135,-
0,1,26,0,135,-
0,1,27,0,135,-
0,1,28,0,135,-
0,1,29,0,135,-
0,2,0,0,130,-
0,2,1,0,130,-
0,2,2,0,130,-
0,2,3,0,130,-
0,2,4,0,214,-
0,2,5,0,214,-
0,2,6,0,214,-
0,2,7,0,214,-
0,2,8,0,214,-
0,2,9,0,214,-
0,2,10,0,214,-
0,2,11,0,214,-
0,2,12,0,214,-
0,2,13,0,214,-
0,2,14,0,214,-
0,2,15,0,214,-
0,2,16,0,214,-
0,2,17,0,214,-
0,2,18,0,214,-
0,2,19,0,214,-
0,2,20,0,214,-
0,2,21,0,214,-
0,2,22,0,214,-
0,2,23,0,233,-
0,2,24,0,233,-
0,2,25,0,233,-
0,2,26,0,233,-
0,2,27,0,233,-
0,2,28,0,233,-
0,2,29,0,233,-
0,3,0,0,195,-
0,3,1,0,195,-
0,3,2,0,194,-
0,3,3,0,194,-
0,3,4,0,214,-
0,3,5,0,214,-
0,3,6,0,214,-
0,3,7,0,214,-
0,3,8,0,214,-
0,3,9,0,214,-
0,3,10,0,214,-
0,3,11,0,214,-
0,3,12,0,214,-
0,3,13,0,214,-
0,3,14,0,214,-
0,3,15,0,214,-
0,3,16,0,214,-
0,3,17,0,214,-
0,3,18,0,214,-
0,3,19,0,214,-
0,3,20,0,214,-
0,3,21,0,214,-
0,3,22,0,214,-
0,3,23,0,170,-
0,3,24,0,170,-
0,3,25,0,170,-
0,3,26,0,170,-
0,3,27,0,170,-
0,3,28,0,170,-
0,3,29,0,170,-
0,4,0,0,112,-
0,4,1,0,112,-
0,4,2,0,112,-
0,4,3,0,112,-
0,4,4,0,213,-
0,4,5,0,213,-
0,4,6,0,213,-
0,4,7,0,213,-
0,4,8,0,213,-
0,4,9,0,213,-
0,4,10,0,213,-
0,4,11,0,213,-
0,4,12,0,213,-
0,4,13,0,213,-
0,4,14,0,213,-
0,4,15,0,213,-
0,4,16,0,213,-
0,4,17,0,213,-
0,4,18,0,213,-
0,4,19,0,213,-
0,4,20,0,213,-
0,4,21,0,233,-
0,4,22,0,233,-
0,4,23,0,233,-
0,4,24,0,233,-
0,4,25,0,233,-
0,4,26,0,233,-
0,4,27,0,233,-
0,4,28,0,233,-
0,4,29,0,233,-
0,5,0,0,111,-
0,5,1,0,111,-
0,5,2,0,111,-
0,5,3,0,111,-
0,5,4,0,214,-
0,5,5,0,214,-
0,5,6,0,214,-
0,5,7,0,214,-
0,5,8,0,214,-
0,5,9,0,214,-
0,5,10,0,214,-
0,5,11,0,214,-
0,5,12,0,214,-
0,5,13,0,214,-
0,5,14,0,214,-
0,5,15,0,214,-
0,5,16,0,214,-
0,5,17,0,214,-
0,5,18,0,214,-
0,5,19,0,214,-
0,5,20,0,214,-
0,5,21,0,214,-
0,5,22,0,233,-
0,5,23,0,233,-
0,5,24,0,233,-
0,5,25,0,233,-
0,5,26,0,233,-
0,5,27,0,233,-
0,5,28,0,233,-
0,5,29,0,233,-
0,6,0,0,143,-
0,6,1,0,143,-
0,6,2,0,143,-
0,6,3,0,101,-
0,6,4,0,101,-
0,6,5,0,101,-
0,6,6,0,101,-
0,6,7,0,101,-
0,6,8,0,101,-
0,6,9,0,101,-
0,6,10,0,101,-
0,6,11,0,101,-
0,6,12,0,101,-
0,6,13,0,101,-
0,6,14,0,101,-
0,6,15,0,101,-
0,6,16,0,101,-
0,6,17,0,101,-
0,6,18,0,101,-
0,6,19,0,101,-
0,6,20,0,101,-
0,6,21,0,101,-
0,6,22,0,101,-
0,6,23,0,101,-
0,6,24,0,65,-
0,6,25,0,65,-
0,6,26,0,65,-
0,6,27,0,65,-
0,6,28,0,65,-
0,6,29,0,65,-
0,7,0,0,94,-
0,7,1,0,94,-
0,7,2,0,94,-
0,7,3,0,94,-
0,7,4,0,94,-
0,7,5,0,213,-
0,7,6,0,213,-
0,7,7,0,213,-
0,7,8,0,213,-
0,7,9,0,213,-
0,7,10,0,213,-
0,7,11,0,213,-
0,7,12,0,213,-
0,7,13,0,213,-
0,7,14,0,213,-
0,7,15,0,213,-
0,7,16,0,213,-
0,7,17,0,213,-
0,7,18,0,213,-
0,7,19,0,213,-
0,7,20,0,213,-
0,7,21,0,213,-
0,7,22,0,233,-
0,7,23,0,233,-
0,7,24,0,233,-
0,7,25,0,233,-
0,7,26,0,233,-
0,7,27,0,233,-
0,7,28,0,233,-
0,7,29,0,233,-
0,8,0,0,195,-
0,8,1,0,195,-
0,8,2,0,194,-
0,8,3,0,194,-
0,8,4,0,214,-
0,8,5,0,214,-
0,8,6,0,214,-
0,8,7,0,214,-
0,8,8,0,214,-
0,8,9,0,214,-
0,8,10,0,214,-
0,8,11,0,214,-
0,8,12,0,214,-
0,8,13,0,214,-
0,8,14,0,214,-
0,8,15,0,214,-
0,8,16,0,214,-
0,8,17,0,214,-
0,8,18,0,214,-
0,8,19,0,214,-
0,8,20,0,214,-
0,8,21,0,214,-
0,8,22,0,233,-
0,8,23,0,233,-
0,8,24,0,233,-
0,8,25,0,233,-
0,8,26,0,233,-
0,8,27,0,233,-
0,8,28,0,233,-
0,8,29,0,233,-
0,9,0,0,143,-
0,9,1,0,143,-
0,9,2,0,143,-
0,9,3,0,101,-
0,9,4,0,101,-
0,9,5,0,101,-
0,9,6,0,101,-
0,9,7,0,101,-
0,9,8,0,101,-
0,9,9,0,101,-
0,9,10,0,101,-
0,9,11,0,101,-
0,9,12,0,101,-
0,9,13,0,101,-
0,9,14,0,101,-
0,9,15,0,101,-
0,9,16,0,101,-
0,9,17,0,101,-
0,9,18,0,101,-
0,9,19,0,101,-
0,9,20,0,101,-
0,9,21,0,101,-
0,9,22,0,101,-
0,9,23,0,135,-
0,9,24,0,135,-
0,9,25,0,135,-
0,9,26,0,135,-
0,9,27,0,135,-
0,9,28,0,135,-
0,9,29,0,135,-
1,0,0,0,292,-
1,0,1,0,292,-
1,0,2,0,292,-
1,0,3,0,292,-
1,0,4,0,292,-
1,0,5,0,292,-
1,0,6,0,292,-
1,0,7,0,292,-
1,0,8,0,292,-
1,0,9,0,292,-
1,0,10,0,292,-
1,0,11,0,292,-
1,0,12,0,292,-
1,0,13,0,292,-
1,0,14,0,292,-
1,0,15,0,292,-
1,0,16,0,292,-
1,0,17,0,292,-
1,0,18,0,292,-
1,0,19,0,292,-
1,0,20,0,292,-
1,0,21,0,292,-
1,0,22,0,292,-
1,0,23,0,292,-
1,0,24,0,292,-
1,0,25,0,292,-
1,0,26,0,292,-
1,0,27,0,292,-
1,0,28,0,292,-
1,0,29,0,292,-
1,1,0,0,292,-
1,1,1,0,292,-
1,1,2,0,292,-
1,1,3,0,292,-
1,1,4,0,292,-
1,1,5,0,292,-
1,1,6,0,292,-
1,1,7,0,292,-
1,1,8,0,292,-
1,1,9,0,292,-
1,1,10,0,292,-
1,1,11,0,292,-
1,1,12,0,292,-
1,1,13,0,292,-
1,1,14,0,292,-
1,1,15,0,292,-
1,1,16,0,292,-
1,1,17,0,292,-
1,1,18,0,292,-
1,1,19,0,292,-
1,1,20,0,292,-
1,1,21,0,292,-
1,1,22,0,292,-
1,1,23,0,292,-
1,1,24,0,292,-
1,1,25,0,292,-
1,1,26,0,292,-
1,1,27,0,292,-
1,1,28,0,292,-
1,1,29,0,292,-
1,2,0,0,292,-
1,2,1,0,292,-
1,2,2,0,292,-
1,2,3,0,292,-
1,2,4,0,292,-
1,2,5,0,292,-
1,2,6,0,292,-
1,2,7,0,292,-
1,2,8,0,292,-
1,2,9,0,292,-
1,2,10,0,292,-
1,2,11,0,292,-
1,2,12,0,292,-
1,2,13,0,292,-
1,2,14,0,292,-
1,2,15,0,292,-
1,2,16,0,292,-
1,2,17,0,292,-
1,2,18,0,292,-
1,2,19,0,292,-
1,2,20,0,292,-
1,2,21,0,292,-
1,2,22,0,292,-
1,2,23,0,292,-
1,2,24,0,292,-
1,2,25,0,292,-
1,2,26,0,292,-
1,2,27,0,292,-
1,2,28,0,292,-
1,2,29,0,292,-
1,3,0,0,292,-
1,3,1,0,292,-
1,3,2,0,292,-
1,3,3,0,292,-
1,3,4,0,292,-
1,3,5,0,292,-
1,3,6,0,292,-
1,3,7,0,292,-
1,3,8,0,292,-
1,3,9,0,292,-
1,3,10,0,292,-
1,3,11,0,292,-
1,3,12,0,292,-
1,3,13,0,292,-
1,3,14,0,292,-
1,3,15,0,292,-
1,3,16,0,292,-
1,3,17,0,292,-
1,3,18,0,292,-
1,3,19,0,292,-
1,3,20,0,292,-
1,3,21,0,292,-
1,3,22,0,292,-
1,3,23,0,292,-
1,3,24,0,292,-
1,3,25,0,292,-
1,3,26,0,292,-
1,3,27,0,292,-
1,3,28,0,292,-
1,3,29,0,292,-
1,4,0,0,292,-
1,4,1,0,292,-
1,4,2,0,292,-
1,4,3,0,292,-
1,4,4,0,292,-
1,4,5,0,292,-
1,4,6,0,292,-
1,4,7,0,292,-
1,4,8,0,292,-
1,4,9,0,292,-
1,4,10,0,292,-
1,4,11,0,292,-
1,4,12,0,292,-
1,4,13,0,292,-
1,4,14,0,292,-
1,4,15,0,292,-
1,4,16,0,292,-
1,4,17,0,292,-
1,4,18,0,292,-
1,4,19,0,292,-
1,4,20,0,292,-
1,4,21,0,292,-
1,4,22,0,292,-
1,4,23,0,292,-
1,4,24,0,292,-
1,4,25,0,292,-
1,4,26,0,292,-
1,4,27,0,292,-
1,4,28,0,292,-
1,4,29,0,292,-
1,5,0,0,292,-
1,5,1,0,292,-
1,5,2,0,292,-
1,5,3,0,292,-
1,5,4,0,292,-
1,5,5,0,292,-
1,5,6,0,292,-
1,5,7,0,292,-
1,5,8,0,292,-
1,5,9,0,292,-
1,5,10,0,292,-
1,5,11,0,292,-
1,5,12,0,292,-
1,5,13,0,292,-
1,5,14,0,292,-
1,5,15,0,292,-
1,5,16,0,292,-
1,5,17,0,292,-
1,5,18,0,292,-
1,5,19,0,292,-
1,5,20,0,292,-
1,5,21,0,292,-
1,5,22,0,292,-
1,5,23,0,292,-
1,5,24,0,292,-
1,5,25,0,292,-
1,5,26,0,292,-
1,5,27,0,292,-
1,5,28,0,292,-
1,5,29,0,292,-
1,6,0,0,124,-
1,6,1,0,124,-
1,6,2,0,124,-
1,6,3,0,124,-
1,6,4,0,124,-
1,6,5,0,124,-
1,6,6,0,124,-
1,6,7,0,124,-
1,6,8,0,124,-
1,6,9,0,124,-
1,6,10,0,124,-
1,6,11,0,124,-
1,6,12,0,124,-
1,6,13,0,124,-
1,6,14,0,124,-
1,6,15,0,124,-
1,6,16,0,124,-
1,6,17,0,124,-
1,6,18,0,124,-
1,6,19,0,124,-
1,6,20,0,124,-
1,6,21,0,124,-
1,6,22,0,124,-
1,6,23,0,124,-
1,6,24,0,124,-
1,6,25,0,124,-
1,6,26,0,124,-
1,6,27,0,124,-
1,6,28,0,124,-
1,6,29,0,124,-
1,7,0,0,292,-
1,7,1,0,292,-
1,7,2,0,292,-
1,7,3,0,292,-
1,7,4,0,292,-
1,7,5,0,292,-
1,7,6,0,292,-
1,7,7,0,292,-
1,7,8,0,292,-
1,7,9,0,292,-
1,7,10,0,292,-
1,7,11,0,292,-
1,7,12,0,292,-
1,7,13,0,292,-
1,7,14,0,292,-
1,7,15,0,292,-
1,7,16,0,292,-
1,7,17,0,292,-
1,7,18,0,292,-
1,7,19,0,292,-
1,7,20,0,292,-
1,7,21,0,292,-
1,7,22,0,292,-
1,7,23,0,292,-
1,7,24,0,292,-
1,7,25,0,292,-
1,7,26,0,292,-
1,7,27,0,292,-
1,7,28,0,292,-
1,7,29,0,292,-
1,8,0,0,292,-
1,8,1,0,292,-
1,8,2,0,292,-
1,8,3,0,292,-
1,8,4,0,292,-
1,8,5,0,292,-
1,8,6,0,292,-
1,8,7,0,292,-
1,8,8,0,292,-
1,8,9,0,292,-
1,8,10,0,292,-
1,8,11,0,292,-
1,8,12,0,292,-
1,8,13,0,292,-
1,8,14,0,292,-
1,8,15,0,292,-
1,8,16,0,292,-
1,8,17,0,292,-
1,8,18,0,292,-
1,8,19,0,292,-
1,8,20,0,292,-
1,8,21,0,292,-
1,8,22,0,292,-
1,8,23,0,292,-
1,8,24,0,292,-
1,8,25,0,292,-
1,8,26,0,292,-
1,8,27,0,292,-
1,8,28,0,292,-
1,8,29,0,292,-
1,9,0,0,292,-
1,9,1,0,292,-
1,9,2,0,292,-
1,9,3,0,292,-
1,9,4,0,292,-
1,9,5,0,292,-
1,9,6,0,292,-
1,9,7,0,292,-
1,9,8,0,292,-
1,9,9,0,292,-
1,9,10,0,292,-
1,9,11,0,292,-
1,9,12,0,292,-
1,9,13,0,292,-
1,9,14,0,292,-
1,9,15,0,292,-
1,9,16,0,292,-
1,9,17,0,292,-
1,9,18,0,292,-
1,9,19,0,292,-
1,9,20,0,292,-
1,9,21,0,292,-
1,9,22,0,292,-
1,9,23,0,292,-
1,9,24,0,292,-
1,9,25,0,292,-
1,9,26,0,292,-
1,9,27,0,292,-
1,9,28,0,292,-
1,9,29,0,292,-
2,0,0,0,186,-
2,0,1,0,186,-
2,0,2,0,186,-
2,0,3,0,186,-
2,0,4,0,186,-
2,0,5,0,186,-
2,0,6,0,186,-
2,0,7,0,186,-
