user,trace_no,time_slot,time_instant,poi_index,category,loglikeli
0,0,0,0,153,-,-3.247471
0,0,1,0,349,-,-9.453340
0,0,2,0,153,-,-12.112809
0,0,3,0,214,-,-15.085073
0,0,4,0,214,-,-15.735624
0,0,5,0,153,-,-18.821801
0,0,6,0,232,-,-22.061042
0,0,7,0,232,-,-23.079072
0,0,8,0,276,-,-26.473555
0,0,9,0,297,-,-29.790003
0,0,10,0,257,-,-36.299255
0,0,11,0,257,-,-37.100909
0,0,12,0,297,-,-40.978355
0,0,13,0,233,-,-44.035962
0,0,14,0,233,-,-44.432201
0,0,15,0,233,-,-44.816787
0,0,16,0,233,-,-45.189539
0,0,17,0,233,-,-45.576402
0,0,18,0,233,-,-45.949459
0,0,19,0,233,-,-46.333122
0,0,20,0,232,-,-50.295742
0,0,21,0,232,-,-51.255218
0,0,22,0,232,-,-52.233416
0,0,23,0,173,-,-55.066469
0,0,24,0,173,-,-56.251712
0,0,25,0,94,-,-63.150132
0,0,26,0,94,-,-63.381095
0,0,27,0,94,-,-63.645690
0,0,28,0,94,-,-63.895689
0,0,29,0,216,-,-67.361230
0,1,0,0,153,-,-3.247471
0,1,1,0,153,-,-4.051951
0,1,2,0,153,-,-4.833095
0,1,3,0,153,-,-5.620022
0,1,4,0,338,-,-9.421324
0,1,5,0,338,-,-10.524321
0,1,6,0,174,-,-15.708535
0,1,7,0,233,-,-18.995541
0,1,8,0,233,-,-19.391540
0,1,9,0,234,-,-23.641083
0,1,10,0,214,-,-26.604685
0,1,11,0,212,-,-31.249666
0,1,12,0,212,-,-31.360128
0,1,13,0,212,-,-31.440992
0,1,14,0,212,-,-31.544143
0,1,15,0,212,-,-31.637971
0,1,16,0,212,-,-31.727652
0,1,17,0,212,-,-31.821880
0,1,18,0,212,-,-31.916759
0,1,19,0,212,-,-32.009766
0,1,20,0,212,-,-32.103579
0,1,21,0,212,-,-32.194699
0,1,22,0,212,-,-32.288803
0,1,23,0,212,-,-32.372327
0,1,24,0,212,-,-32.462049
0,1,25,0,212,-,-32.556553
0,1,26,0,212,-,-32.637491
0,1,27,0,212,-,-32.729402
0,1,28,0,212,-,-32.821403
0,1,29,0,212,-,-32.907509
0,2,0,0,338,-,-4.424467
0,2,1,0,338,-,-5.530279
0,2,2,0,232,-,-8.289877
0,2,3,0,232,-,-9.307866
0,2,4,0,231,-,-13.398196
0,2,5,0,13,-,-20.253937
0,2,6,0,13,-,-20.689687
0,2,7,0,13,-,-21.116692
0,2,8,0,13,-,-21.552881
0,2,9,0,13,-,-22.016722
0,2,10,0,255,-,-25.920934
0,2,11,0,255,-,-26.755173
0,2,12,0,255,-,-27.548122
0,2,13,0,255,-,-28.374159
0,2,14,0,153,-,-31.175715
0,2,15,0,44,-,-38.431922
0,2,16,0,44,-,-39.400126
0,2,17,0,154,-,-44.476961
0,2,18,0,195,-,-50.352788
0,2,19,0,195,-,-51.402442
0,2,20,0,195,-,-52.409542
0,2,21,0,269,-,-55.674230
0,2,22,0,269,-,-56.283904
0,2,23,0,269,-,-56.826757
0,2,24,0,269,-,-57.399228
0,2,25,0,213,-,-60.641565
0,2,26,0,213,-,-61.035361
0,2,27,0,213,-,-61.466262
0,2,28,0,178,-,-65.705054
0,2,29,0,231,-,-68.671682
0,3,0,0,255,-,-3.773604
0,3,1,0,255,-,-4.585217
0,3,2,0,255,-,-5.437512
0,3,3,0,234,-,-8.968149
0,3,4,0,379,-,-15.762984
0,3,5,0,379,-,-17.501410
0,3,6,0,379,-,-19.215247
0,3,7,0,276,-,-22.362422
