user,trace_no,time_slot,time_instant,poi_index,category,loglikeli
0,0,0,0,66,-,-4.442909
0,0,1,0,309,-,-10.299173
0,0,2,0,97,-,-15.627542
0,0,3,0,97,-,-15.744180
0,0,4,0,97,-,-16.250293
0,0,5,0,52,-,-21.568068
0,0,6,0,83,-,-26.697225
0,0,7,0,83,-,-27.160204
0,0,8,0,83,-,-27.222114
0,0,9,0,292,-,-32.273487
0,0,10,0,292,-,-32.879847
0,0,11,0,292,-,-33.483285
0,0,12,0,292,-,-33.784763
0,0,13,0,241,-,-38.818669
0,0,14,0,241,-,-39.000885
0,0,15,0,241,-,-39.032946
0,0,16,0,241,-,-39.150284
0,0,17,0,241,-,-39.561383
0,0,18,0,241,-,-40.006218
0,0,19,0,241,-,-40.567002
0,0,20,0,241,-,-40.628751
0,0,21,0,241,-,-40.741270
0,0,22,0,241,-,-41.278681
0,0,23,0,160,-,-47.007505
0,0,24,0,160,-,-47.183004
0,0,25,0,136,-,-52.758455
0,0,26,0,136,-,-53.066355
0,0,27,0,136,-,-53.177816
0,0,28,0,136,-,-53.478709
0,0,29,0,328,-,-58.356163
0,1,0,0,71,-,-5.798375
0,1,1,0,71,-,-5.921037
0,1,2,0,71,-,-6.050384
0,1,3,0,71,-,-6.147617
0,1,4,0,365,-,-12.134877
0,1,5,0,384,-,-18.662515
0,1,6,0,113,-,-23.975212
0,1,7,0,113,-,-24.298193
0,1,8,0,113,-,-24.411677
0,1,9,0,245,-,-29.628890
0,1,10,0,183,-,-34.322446
0,1,11,0,183,-,-34.470093
0,1,12,0,183,-,-34.689666
0,1,13,0,183,-,-34.789562
0,1,14,0,183,-,-34.870915
0,1,15,0,183,-,-35.734771
0,1,16,0,183,-,-36.367001
0,1,17,0,183,-,-36.977040
0,1,18,0,183,-,-37.079154
0,1,19,0,183,-,-37.278492
0,1,20,0,183,-,-37.483002
0,1,21,0,183,-,-38.111878
0,1,22,0,183,-,-38.296562
0,1,23,0,183,-,-38.897155
0,1,24,0,183,-,-39.004091
0,1,25,0,183,-,-39.114826
0,1,26,0,183,-,-39.837596
0,1,27,0,183,-,-40.451271
0,1,28,0,183,-,-40.479701
0,1,29,0,103,-,-46.503510
0,2,0,0,370,-,-5.133775
0,2,1,0,370,-,-5.188891
0,2,2,0,370,-,-5.393724
0,2,3,0,370,-,-6.140934
0,2,4,0,370,-,-6.298107
0,2,5,0,6,-,-12.100014
0,2,6,0,6,-,-12.822702
0,2,7,0,6,-,-12.951611
0,2,8,0,6,-,-13.476958
0,2,9,0,6,-,-14.168235
0,2,10,0,6,-,-14.262510
0,2,11,0,6,-,-14.862084
